"id","neighbourhood_name","state","state_lga_id","latitude","longitude","created_at","updated_at"
"725","Duguri","Bauchi","444","9.6539","10.7471",NULL,NULL
"726","Bauchi","Bauchi","445","10.31","9.8404",NULL,NULL
"728","Rafin Zurfi","Bauchi","445","10.2592","9.786",NULL,NULL
"729","Gwallameji area","Bauchi","445","10.2558","9.7782",NULL,NULL
"730","Kangere","Bauchi","445","10.2589","9.9989",NULL,NULL
"731","Bogoro","Bauchi","446","9.6679","9.6049",NULL,NULL
"732","Boi","Bauchi","446","9.5751","9.478",NULL,NULL
"733","Dambam","Bauchi","447","11.6412","10.7549",NULL,NULL
"734","Darazo","Bauchi","448","10.9965","10.4088",NULL,NULL
"735","Dass","Bauchi","449","9.9894","9.5006",NULL,NULL
"736","Bagel","Bauchi","449","10.0472","9.5962",NULL,NULL
"737","Ganjuwa","Bauchi","451","10.8578","10.1704",NULL,NULL
"738","Miya","Bauchi","451","10.8959","9.8292",NULL,NULL
"739","Itas/Gadau","Bauchi","453","11.9343","10.1255",NULL,NULL
"740","Gumau","Bauchi","461","10.2552","9.0157",NULL,NULL
"741","Jamaare","Bauchi","454","11.6697","9.9283",NULL,NULL
"742","katagum","Bauchi","455","12.2857","10.3484",NULL,NULL
"743","Kirfi","Bauchi","456","10.3562","10.5296",NULL,NULL
"744","Misau","bauchi","457","11.314","10.4652",NULL,NULL
"745","Ningi","Bauchi","458","11.0716","9.5729",NULL,NULL
"746","Shira","Bauchi","459","11.4615","10.0457",NULL,NULL
"747","Tafawa Balewa","Bauchi","460","9.756","9.5562",NULL,NULL
"748","Toro","Bauchi","461","10.0596","9.0709",NULL,NULL
"749","Warji","Bauchi","462","11.1805","9.7539",NULL,NULL
"750","Zaki","Bauchi","463","12.1081","10.3049",NULL,NULL
"751","Aniocha North","Delta","464","6.3545","6.4874",NULL,NULL
"752","Issele-Uku Umunede, Aniocha","Delta","464","6.3197","6.4663",NULL,NULL
"753","Issele-Azagba","Delta","464","6.2679","6.597",NULL,NULL
"754","Aniocha South","Delta","465","6.1283","6.4833",NULL,NULL
"755","Isselle Asagba","Delta","465","6.2679","6.597",NULL,NULL
"756","Ogwashi-Uku","Delta","465","6.1816","6.5303",NULL,NULL
"757","Bomadi","Delta","466","5.1697","5.9297",NULL,NULL
"758","Burutu","Delta","467","5.351","5.5066",NULL,NULL
"759","Ogriagbene Community ","Delta","467","5.1616","5.6741",NULL,NULL
"760","Ethiope East","Delta","468","5.6782","5.9621",NULL,NULL
"761","Abraka","Delta","468","5.7902","6.1047",NULL,NULL
"762","Ethiope West","Delta","469","5.9323","5.751",NULL,NULL
"763","Oghara","Delta","469","5.5908","6.1001",NULL,NULL
"764","Mosogar","Delta","469","5.879","5.7334",NULL,NULL
"765","Oghara ","Delta","469","5.5908","6.1001",NULL,NULL
"766","Ika North","Delta","470","6.2213","6.3013",NULL,NULL
"767","Ika North-East","Delta","470","6.2213","6.3013",NULL,NULL
"768","Ika North-East ","Delta","470","6.2213","6.3013",NULL,NULL
"769","Boji Boji owa","Delta","470","6.2308","6.1897",NULL,NULL
"770","Agbor","Delta","471","6.2538","6.1942",NULL,NULL
"771","Ika South","Delta","471","6.2651","6.1739",NULL,NULL
"772","Agbor Ika South ","Delta","471","6.264","6.2018",NULL,NULL
"773","Isoko North","Delta","472","5.5919","6.2164",NULL,NULL
"774","Ozoro","Delta","472","5.5447","6.2323",NULL,NULL
"775","Isoko South","Delta","473","5.4043","6.1691",NULL,NULL
"776","Olomoro","Delta","473","5.414","6.1408",NULL,NULL
"777","Ndokwa East","Delta","474","5.6511","6.5356",NULL,NULL
"778","Abbi","Delta","475","5.6782","6.2137",NULL,NULL
"779","Kwale","Delta","475","5.7109","6.4413",NULL,NULL
"780","Ndokwa West","Delta","475","5.7368","6.3652",NULL,NULL
"781","Onicha-Ukwuani","Delta","475","5.8336","6.3964",NULL,NULL
"782","Okpe","Delta","476","5.4341","5.9476",NULL,NULL
"783","Okpe ","Delta","476","5.4341","5.9476",NULL,NULL
"784","Oshimili North","Delta","477","6.4077","6.6211",NULL,NULL
"785","Oshimili North ","Delta","477","6.4077","6.6211",NULL,NULL
"786","Asaba","Delta","478","6.2059","6.6959",NULL,NULL
"787","Oshimili South","Delta","478","6.0698","6.6211",NULL,NULL
"788","Oko","Delta","478","6.1454","6.742",NULL,NULL
"789","Patani","Delta","479","5.2288","6.1912",NULL,NULL
"790","Sapele","Delta","480","5.8751","5.6931",NULL,NULL
"791","Amukpe area","Delta","480","5.8607","5.7154",NULL,NULL
"792","Udu","Delta","481","5.4704","5.8354",NULL,NULL
"793","Aladja","Delta","481","5.3333","6.1833",NULL,NULL
"794","Ughelli North","Delta","482","5.6558","6.1103",NULL,NULL
"795","Eruemukowharien","Delta","482","5.5295","5.933",NULL,NULL
"796","Agbarho","Delta","482","5.5856","5.8604",NULL,NULL
"797","Ughelli South","Delta","483","5.2403","5.941",NULL,NULL
"798","Oteri","Delta","483","5.4948","6.0097",NULL,NULL
"799","Ughelli South ","Delta","483","5.2403","5.941",NULL,NULL
"800","Ukwuani","Delta","484","5.8225","6.1951",NULL,NULL
"801","Ukwuani ","Delta","484","5.8225","6.1951",NULL,NULL
"802","Obiaruku","Delta","484","5.8387","6.158",NULL,NULL
"803","Uvwie","Delta","485","5.565","5.7827",NULL,NULL
"804","Effurun","Delta","485","5.55","5.7833",NULL,NULL
"805","Warri North","Delta","486","5.8673","5.1432",NULL,NULL
"806","Warri South","Delta","487","5.6609","5.6037",NULL,NULL
"807","Escravos","Delta","487","5.5833","5.1667",NULL,NULL
"808","Warri South West","Delta","488","5.5787","5.4359",NULL,NULL
"809","Aninri","Enugu","489","6.0362","7.5897",NULL,NULL
"810","Agwu","Enugu","490","6.0779","7.4699",NULL,NULL
"811","Awgu","Enugu","490","6.0779","7.4699",NULL,NULL
"812","Ekiti East","Ekiti","491","7.7259","5.6668",NULL,NULL
"813","Enugu East","Enugu","491","6.5639","7.5681",NULL,NULL
"814","Enugu North","Enugu","492","6.4584","7.5464",NULL,NULL
"815","Enugu South","Enugu","493","6.3849","7.5139",NULL,NULL
"816","Ugwuaji community","Enugu","493","6.4053","7.5572",NULL,NULL
"817","Ezeagu","Enugu","494","6.3846","7.2914",NULL,NULL
"818","Ezeagu ","Enugu","494","6.3846","7.2914",NULL,NULL
"819","Igbo-Etiti","Enugu","495","6.6722","7.4165",NULL,NULL
"820","Aku","Enugu","495","6.7063","7.3118",NULL,NULL
"821","Igbo Eze North","Enugu","496","6.9904","7.4814",NULL,NULL
"822","Igbo-Eze North","Enugu","496","6.9904","7.4814",NULL,NULL
"823","Igbo- Eze South","Enugu","497","6.9386","7.3841",NULL,NULL
"824","Igbo-Eze South","Enugu","497","6.9386","7.3841",NULL,NULL
"825","Isi-Uzo","Enugu","498","6.7309","7.7417",NULL,NULL
"826","Isi-Uzo ","Enugu","498","6.7309","7.7417",NULL,NULL
"827","Nkanu East","Enugu","499","6.3089","7.6548",NULL,NULL
"828","Oruku community","Enugu","499","6.439","7.6487",NULL,NULL
"829","Nkanu West","Enugu","500","6.3322","7.5031",NULL,NULL
"830","Agbani Area","Enugu","500","6.305","7.5626",NULL,NULL
"831","Nsukka","Enugu","501","6.8429","7.3733",NULL,NULL
"832","Oji-River","Enugu","502","6.2537","7.2734",NULL,NULL
"833","Udenu","Enugu","503","6.8828","7.5464",NULL,NULL
"834","Udi","Enugu","504","6.4818","7.3949",NULL,NULL
"835","Uzo-Uwani","Enugu","505","6.7401","7.1359",NULL,NULL
"836","Nkpologwu","Enugu","505","6.7639","7.237",NULL,NULL
"837","Ibegwa-ani","Enugu","505","6.8993","7.3436",NULL,NULL
"838","Auyo","Jigawa","506","12.3606","9.98777",NULL,NULL
"839","Babura","Jigawa","507","12.7747","9.0157",NULL,NULL
"840","Birniwa","Jigawa","508","12.7911","10.2362",NULL,NULL
"841","Birnin Kudu","Jigawa","509","11.4531","9.4756",NULL,NULL
"842","Alu Farms, along Birninkudu-Kano road","Jigawa","509","11.4795","9.4275",NULL,NULL
"843","Dutse","Jigawa","511","11.7024","9.334",NULL,NULL
"844","Beguwa","Jigawa","511","12.6842","10.0317",NULL,NULL
"845","Gagarawa","Jigawa","512","12.4083","9.5291",NULL,NULL
"846","Garki","Jigawa","513","12.4338","9.1816",NULL,NULL
"847","Gumel","Jigawa","514","12.6226","9.384",NULL,NULL
"848","Guri","Jigawa","515","12.6334","10.4811",NULL,NULL
"849","Gwaram","Jigawa","516","11.2778","9.8837",NULL,NULL
"850","Hadejia","Jigawa","518","12.4506","10.0404",NULL,NULL
"851","Jahun","Jigawa","519","12.0789","9.6258",NULL,NULL
"852","Gunka","Jigawa","519","12.1444","9.3676",NULL,NULL
"853","Kafin Hausa","Jigawa","520","12.1898","9.9242",NULL,NULL
"854","Kazaure","Jigawa","521","12.6533","8.4121",NULL,NULL
"855","Daurawa","Jigawa","521","12.5522","8.9161",NULL,NULL
"856","Kiri kasama","Jigawa","522","12.5942","10.2145",NULL,NULL
"857","Udawa","Kaduna","522","10.5991","6.9427",NULL,NULL
"858","Kiyawa","Jigawa","523","11.7861","9.6091",NULL,NULL
"859","Maigatari","Jigawa","525","12.8051","9.4478",NULL,NULL
"860","Malam Maduri","Jigawa","526","12.551","10.0276",NULL,NULL
"861","Miga","Jigawa","527","12.2384","9.7107",NULL,NULL
"862","Ringim","Jigawa","528","12.2852","9.473",NULL,NULL
"863","Roni","Jigawa","529","12.5675","8.3485",NULL,NULL
"864","Sule-Tankakar","Jigawa","530","12.6612","9.2296",NULL,NULL
"865","Taura","Jigawa","531","12.2278","9.2827",NULL,NULL
"866","Yankwashi","Jigawa","532","12.7831","8.5062",NULL,NULL
"867","Birnin Gwari","Kaduna","533","10.6613","6.5383",NULL,NULL
"868","Birnin Giwa","Kaduna","533","11.2802","7.4179",NULL,NULL
"869","Gwari","Kaduna","533","10.6613","6.5383",NULL,NULL
"870","Chikun","Kaduna","534","10.2697","7.1101",NULL,NULL
"871","Kakau","Kaduna","534","10.3081","7.4814",NULL,NULL
"872","Jankasa","Kaduna","534","9.7121","8.4615",NULL,NULL
"873","Kankomi","Kaduna","534","10.3357","7.524",NULL,NULL
"874","Kujama","Kaduna","534","10.4802","7.6358",NULL,NULL
"875","Igabi","Kaduna","536","10.3764","7.7095",NULL,NULL
"876","Birnin Yero","Kaduna","536","10.7894","7.5488",NULL,NULL
"877","Barakallahu","Kaduna","536","10.6232","7.4581",NULL,NULL
"878","Rafin Kura","Kaduna","536","10.6103","7.4635",NULL,NULL
"879","Ikara","Kaduna","537","11.1788","8.2268",NULL,NULL
"880","Jema'a","Kaduna","539","9.3607","8.2213",NULL,NULL
"881","Kafanchan","Kaduna","539","9.5849","8.2924",NULL,NULL
"882","Afana","Kaduna","539","9.5205","8.1731",NULL,NULL
"883","Kachia","Kaduna","540","9.8734","7.9552",NULL,NULL
"884","Kachia ","Kaduna","540","9.8734","7.9552",NULL,NULL
"885","Kaduna North","Kaduna","541","10.5432","7.449",NULL,NULL
"886","Unguwar Rimi","Kaduna","541","10.5373","7.4652",NULL,NULL
"887","Kaduna South","Kaduna","542","10.4631","7.4138",NULL,NULL
"888","Barnawa","Kaduna","542","10.4822","7.4327",NULL,NULL
"889","Kaduna South ","Kaduna","542","10.4631","7.4138",NULL,NULL
"890","Kagarko","Kaduna","543","9.491","7.6955",NULL,NULL
"891","Kajuru","Kaduna","544","10.315","7.6657",NULL,NULL
"892","Doka","Kaduna","544","10.543","7.4293",NULL,NULL
"893","Kaura","Kaduna","545","9.6322","8.5035",NULL,NULL
"894","Kaura  ","Kaduna","545","9.6322","8.5035",NULL,NULL
"895","Chawai","Kaduna","546","10.0199","8.5912",NULL,NULL
"896","Kubau","Kaduna","547","10.8009","8.1571",NULL,NULL
"897","Kudan","Kaduna","548","11.2643","7.7634",NULL,NULL
"898","Lere","Kaduna","549","10.3853","8.5735",NULL,NULL
"899","Saya Saya","Kaduna","549","11.2143","8.3636",NULL,NULL
"900","Makarfi","Kaduna","550","11.3766","7.8803",NULL,NULL
"901","Sabon Gari","Kaduna","551","11.1766","7.6765",NULL,NULL
"902","Sanga","Kaduna","552","9.2216","8.5282",NULL,NULL
"903","Zangon Kataf","Kaduna","554","9.8906","8.2213",NULL,NULL
"904","Gidan Waya","Kaduna","554","9.4328","8.4294",NULL,NULL
"905","Zaria","Kaduna","555","11.1247","7.7254",NULL,NULL
"906","Bakori","Katsina","556","11.5577","7.4246",NULL,NULL
"907","Batagarawa","Katsina","557","12.9049","7.6033",NULL,NULL
"908","Batsari","Katsina","558","12.7578","7.2491",NULL,NULL
"909","Maiturmi","Katsina","558","13.1642","8.2513",NULL,NULL
"910","Baure","Katsina","559","12.7889","8.7891",NULL,NULL
"911","Bindawa","Katsina","560","12.6706","7.8096",NULL,NULL
"912","Charanchi","Katsina","561","12.673","7.7281",NULL,NULL
"913","Dandume","Katsina","562","11.3907","7.2221",NULL,NULL
"914","Danja","Katsina","563","11.3794","7.5599",NULL,NULL
"915","Dan Musa","Katsina","564","12.2627","7.3328",NULL,NULL
"916","Daura","Katsina","565","13.0315","8.3225",NULL,NULL
"917","Dutsi","Katsina","566","12.8296","8.1386",NULL,NULL
"918","Dutsin-Ma","Katsina","567","12.4419","7.4909",NULL,NULL
"919","Faskari","Katsina","568","11.7202","7.031",NULL,NULL
"920","Sheme","Katsina","568","12.464","7.5125",NULL,NULL
"921","Funtua","Katsina","569","11.5185","7.3129",NULL,NULL
"922","Jibia","Katsina","571","13.1027","7.2147",NULL,NULL
"923","Zandam","Katsina","571","12.9959","7.2575",NULL,NULL
"924","Kafur","Katsina","572","11.6505","7.6548",NULL,NULL
"925","Kaita","Katsina","573","13.1757","7.686",NULL,NULL
"926","kankara","Katsina","574","11.9313","7.4138",NULL,NULL
"927","Kankara","Katsina","574","11.9313","7.4138",NULL,NULL
"928","Kankia","Katsina","575","12.4622","7.8286",NULL,NULL
"929","Katsina","Katsina","576","12.3797","7.6306",NULL,NULL
"930","Kurfi","Katsina","577","12.6686","7.4841",NULL,NULL
"931","Kusada","Katsina","578","12.4621","7.977",NULL,NULL
"932","Mai'Adua","Katsina","579","13.1468","8.2261",NULL,NULL
"933","Malumfashi","Katsina","580","11.7929","7.6168",NULL,NULL
"934","Gora village","Katsina","580","11.9154","7.665",NULL,NULL
"935","Mani","Katsina","581","12.8514","7.8694",NULL,NULL
"936","Mashi","Katsina","582","12.979","7.947",NULL,NULL
"937","Matazu","Katsina","583","12.2363","7.6738",NULL,NULL
"938","Musawa","Katsina","584","12.1299","7.6724",NULL,NULL
"939","Rimi","Katsina","585","12.8505","7.7064",NULL,NULL
"940","Sabuwa","Katsina","586","11.3267","7.0714",NULL,NULL
"941","Safana","Katsina","587","12.4141","7.4138",NULL,NULL
"942","Sandamu","Katsina","588","12.9617","8.3609",NULL,NULL
"943","Aliero","Kebbi","590","12.2885","4.4735",NULL,NULL
"944","Argungu","Kebbi","592","12.7424","4.528428072",NULL,NULL
"945","Augie","Kebbi","593","12.8932","4.5999",NULL,NULL
"946","Baguda","Kebbi","594","11.4008","4.2256",NULL,NULL
"947","Bagudo","Kebbi","594","11.4008","4.2256",NULL,NULL
"948","Birnin-Kebbi ","Kebbi","595","12.4338","4.188929539",NULL,NULL
"949","Birnin-Kebbi","Kebbi","595","12.4516","4.193339049",NULL,NULL
"950","Bunza","Kebbi","596","12.0916","4.0108",NULL,NULL
"951","Fakai","Kebbi","598","11.5108","5.1035",NULL,NULL
"952","Fakai ","Kebbi","598","11.5108","5.1035",NULL,NULL
"953","Magama","Kebbi","599","10.3116","4.9767",NULL,NULL
"954","Jega","Kebbi","600","12.0241","4.366420456",NULL,NULL
"955","Kalgo","Kebbi","601","12.3342","4.2",NULL,NULL
"956","Fikai","Kebbi","601","11.4942","4.2333",NULL,NULL
"957","Koko","Kebbi","602","11.4277","4.516",NULL,NULL
"958","Dan Umaru","Kebbi","602","11.3485","6.0891",NULL,NULL
"959","Maiyama","Kebbi","603","11.8103","4.3565",NULL,NULL
"960","Ngaski","Kebbi","604","10.4092","4.7187",NULL,NULL
"961","Sakaba","Kebbi","605","11.0655","5.5965",NULL,NULL
"962","Shanga","Kebbi","606","11.2131","4.5792",NULL,NULL
"963","Suru","Kebbi","607","11.9253","4.1834",NULL,NULL
"964","Wasagu","Kebbi","608","11.3739","5.8117",NULL,NULL
"965","Wasagu/Danko","Kebbi","608","11.3739","5.8117",NULL,NULL
"966","Danko Wasagu ","Kebbi","608","11.3799","5.6458",NULL,NULL
"967","Yauri","Kebbi","609","10.9925","4.5212",NULL,NULL
"968","Zuru","Kebbi","610","11.4384","5.2319",NULL,NULL
"969","Asa","Kwara","611","8.4154","4.4388",NULL,NULL
"970","Asa ","Kwara","611","8.4154","4.4388",NULL,NULL
"971","Baruten","Kwara","612","9.3493","3.5813",NULL,NULL
"972","Edu","Kwara","613","8.8892","5.1432",NULL,NULL
"973","Lafiagi","Kwara","613","8.8525","5.4044",NULL,NULL
"974","Agbeku","Kwara","615","8.4422","4.9455",NULL,NULL
"975","Idofian","Kwara","615","8.3769","4.7151",NULL,NULL
"976","Ilorin East","Kwara","616","8.6083","4.7899",NULL,NULL
"977","Ilorin South","Kwara","617","8.4347","4.6657",NULL,NULL
"978","Ilorin South ","Kwara","617","8.4347","4.6657",NULL,NULL
"979","Alagbado","Kwara","617","8.385","4.4723",NULL,NULL
"980","Ilorin West","Kwara","618","8.4912","4.5109",NULL,NULL
"981","Ogidi","Kwara","618","8.5161","4.4826",NULL,NULL
"982","Isin","Kwara","620","8.2338","5.0182",NULL,NULL
"983","Kaiama","Kwara","621","9.6062","3.9419",NULL,NULL
"984","Jebba","Kwara","622","9.1193","4.8261",NULL,NULL
"985","Moro","Kwara","622","8.8957","4.645",NULL,NULL
"1167","Tomm","Abia",NULL,"5.1268","7.3679",NULL,NULL
"1168","Port-Harcourt","Rivers",NULL,"4.7535870046157","7.0386609520745",NULL,NULL
"1169","Maradun","Zamfara",NULL,"12.714700545773","6.2291491864954",NULL,NULL
"1170","Bungudu","Zamfara",NULL,"12.265999123246","6.555265890151",NULL,NULL
"1171","Ifako-Ijaye","Lagos",NULL,"6.6800302330338","3.2642231160128",NULL,NULL
"1172","Mangu","Plateau",NULL,"9.4868624272809","9.1403243705926",NULL,NULL
"1173","Diffa","Niger",NULL,"13.31315669545","12.616069521351",NULL,NULL
"1174","Abeoluta South","Ogun",NULL,"7.1551430115282","3.3454634754829",NULL,NULL
"1175","Maru","Zamfara",NULL,"10.51042138484","7.414179279844",NULL,NULL
"1176","Ngazai","Borno",NULL,"12.484342766951","13.210221167493",NULL,NULL
"1177","Giwa","Kaduna",NULL,"11.094834810391","7.2677021623234",NULL,NULL
"1178","Oriade","Ogun",NULL,"7.4287097875844","4.9091964564713",NULL,NULL
"1179","Owerri Municipal","Imo",NULL,"5.4898602231071","7.02807332701",NULL,NULL
"1180","Ose","Ondo",NULL,"7.1994144902476","5.593194465047",NULL,NULL
"1181","Lagos","Yes",NULL,"Eyita","6.5999976",NULL,NULL
"1182","Eyita","Lagos",NULL,"6.5999976","3.499998",NULL,NULL
"1183","Kawuri","Borno",NULL,"11.58605","13.00278",NULL,NULL
"1184","Kirikiri","Lagos",NULL,"6.4499982","3.3666652",NULL,NULL
"1185","Abubor Nnewichi","Anambra",NULL,"5.99994","6.90177",NULL,NULL
"1186","Bolari","Gombe",NULL,"10.8238","10.7722",NULL,NULL
"1187","Oda","Ondo",NULL,"6.21743","4.96459",NULL,NULL
"1188","Kano","Kano",NULL,"12.00012","8.51672",NULL,NULL
"1189","Umugo","Abia",NULL,"5.93998","7.41034",NULL,NULL
"1190","Gbeji-Afia","Taraba",NULL,"7.28534","10.58702",NULL,NULL
"1191","Kaduna","Kaduna",NULL,"10.52641","7.43879",NULL,NULL
"1192","Calabar","Cross River",NULL,"4.99088","8.30343",NULL,NULL
"1193","Abuja","Federal Capital Territory",NULL,"8.99997","7.37831",NULL,NULL
"1194","Ologbo","Edo",NULL,"6.16445","5.62284",NULL,NULL
"1195","Ughelli","Delta",NULL,"5.51122","6.04821",NULL,NULL
"1196","Potiskum","Yobe",NULL,"11.7055","11.0683",NULL,NULL
"1197","Zaira","Kaduna",NULL,"11.085541","7.719945",NULL,NULL
"1198","Amac","Federal Capital Territory",NULL,"9.0618","7.4221",NULL,NULL
"1199","Jos","Plateau",NULL,"9.8965","8.8583",NULL,NULL
"1200","Onitsha","Anambra",NULL,"6.1329","6.7924",NULL,NULL
"1201","Osogbo","Osun",NULL,"7.7827","4.5418",NULL,NULL
"1202","Gusau","Zamfara",NULL,"12.1628","6.6745",NULL,NULL
"1203","Sokoto","Sokoto",NULL,"13.0059","5.2476",NULL,NULL
"1204","Gassol","Taraba",NULL,"8.5362","10.4467",NULL,NULL
"1205","Ilorin","Kwara",NULL,"8.5373","4.5444",NULL,NULL
"1206","Ife","Osun",NULL,"7.4905","4.5521",NULL,NULL
"1207","Minna","Niger",NULL,"9.5836","6.5463",NULL,NULL
"1208","Yola","Adamawa",NULL,"9.202143","12.489057",NULL,NULL
"1209","Damaturu","Yobe",NULL,"11.747","11.9662",NULL,NULL
"1210","Akure","Ondo",NULL,"7.2571","5.2058",NULL,NULL
"1211","Ogbomosho","Oyo",NULL,"8.1227","4.2436",NULL,NULL
"1212","Enugu","Enugu",NULL,"6.4483","7.5139",NULL,NULL
"1213","Owo","Ondo",NULL,"7.1989","5.5932",NULL,NULL
"1214","Aiyedade","Osun",NULL,"7.2023","4.2744",NULL,NULL
"1215","Federal Capital Territory","Federal Capital Territory",NULL,"8.8941","7.186",NULL,NULL
"1216","Kuru","Plateau",NULL,"9.7184","8.8359",NULL,NULL
"1217","Lafia","Nasarawa",NULL,"8.506","8.5227",NULL,NULL
"1218","Abeokuta","Ogun",NULL,"7.1475","3.3619",NULL,NULL
"1219","Goronyo","Sokoto",NULL,"13.4409","5.6734",NULL,NULL
"1220","Jos South","Plateau",NULL,"9.7651","8.8142",NULL,NULL
"1221","Ondo West","Ondo",NULL,"7.0257","4.7692",NULL,NULL
"1222","Ogun","Ogun",NULL,"6.998","3.4737",NULL,NULL
"1223","Ibadan","Oyo",NULL,"7.3775","3.947",NULL,NULL
"1224","Ese Odo","Ondo",NULL,"6.257","4.9351",NULL,NULL
"1225","Idanre","Ondo",NULL,"7.1091","5.1158",NULL,NULL
"1226","Zing","Taraba",NULL,"8.9952","11.7467",NULL,NULL
"1227","Awka","Anambra",NULL,"6.222","7.0821",NULL,NULL
"1228","Akoko","Ondo",NULL,"7.5503","5.8776",NULL,NULL
"1229","Wase","Plateau",NULL,"9.0946","9.9605",NULL,NULL
"1230","Jalingo","Taraba",NULL,"8.8929","11.3771",NULL,NULL
"1231","Doma","Nasarawa",NULL,"8.4009","8.3581",NULL,NULL
"1232","Oke Ogun","Oyo",NULL,"7.3418","4.0596",NULL,NULL
"1233","Akoko South-West","Ondo",NULL,"7.3807","5.6668",NULL,NULL
"1234","Jos North","Plateau",NULL,"9.9181","8.8804",NULL,NULL
"1235","Akoko South-East","Ondo",NULL,"7.3807","5.6668",NULL,NULL
"1236","Mubi","Adamawa",NULL,"10.260572934261","13.261527209029",NULL,NULL
"1237","Akure North","Ondo",NULL,"7.2779","5.2684",NULL,NULL
"1238","Wamako","Sokoto",NULL,"13.0367","5.0945",NULL,NULL
"1239","Akure south","Ondo",NULL,"7.2146","5.1641",NULL,NULL
"1240","Kankpara","Katsina",NULL,"11.9313","7.4138",NULL,NULL
"1241","Isa","Sokoto",NULL,"13.2008","6.4051",NULL,NULL
"1242","Akoko North East","Ondo",NULL,"7.5503","5.8776",NULL,NULL
"1243","Akwanga","Nasarawa",NULL,"8.9067","8.4075",NULL,NULL
"1244","Ifedore","Ondo",NULL,"7.3877","5.0807",NULL,NULL
"1245","Rabah","Sokoto",NULL,"13.1226","5.5053",NULL,NULL
"1246","Odigbo","Ondo",NULL,"6.7947","4.8676",NULL,NULL
"1247","Gashaka","Taraba",NULL,"7.3667","11.4868",NULL,NULL
"1248","Owerri","Imo",NULL,"5.5096","7.0391",NULL,NULL
"1249","Ede North","Osun",NULL,"7.7292","4.4697",NULL,NULL
"1250","Karu","Nasarawa",NULL,"8.9928","7.5725",NULL,NULL
"1251","Langtang North","Plateau",NULL,"9.1002","9.8571",NULL,NULL
"1252","Karim Lamido","Taraba",NULL,"9.3204","11.1929",NULL,NULL
"1253","Okitipupa","Ondo",NULL,"6.5025","4.7795",NULL,NULL
